code,label,count_for,count_against,count_abstentions,count_did_not_vote,group_voted,division,vote_id
SD,Progressive Alliance of Socialists and Democrats,132,3,5,6,1,0.05714285714285716,117274
RENEW,Renew Europe,94,0,4,0,1,0.04081632653061229,117274
ID,Identity and Democracy,4,68,3,1,0,0.09333333333333338,117274
GREEN_EFA,Greens/European Free Alliance,66,1,0,1,1,0.014925373134328401,117274
ECR,European Conservatives and Reformists,47,1,10,4,1,0.18965517241379315,117274
GUE_NGL,The Left in the European Parliament,4,7,26,2,0,0.8108108108108107,117274
NI,Non-attached Members,6,4,19,0,1,0.7931034482758621,117274
EPP,European Peopleâs Party,24,3,158,2,1,0.8702702702702703,118633
SD,Progressive Alliance of Socialists and Democrats,142,0,0,3,1,0.0,118633
RENEW,Renew Europe,92,0,6,0,1,0.061224489795918324,118633
ID,Identity and Democracy,26,4,44,1,1,0.6486486486486487,118633
GREEN_EFA,Greens/European Free Alliance,67,0,0,2,1,0.0,118633
ECR,European Conservatives and Reformists,3,42,16,1,0,0.3114754098360656,118633
GUE_NGL,The Left in the European Parliament,36,0,3,0,1,0.07692307692307687,118633
NI,Non-attached Members,23,0,6,1,1,0.2068965517241379,118633
EPP,European Peopleâs Party,182,0,1,4,1,0.005464480874316946,117276
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117276
RENEW,Renew Europe,96,0,1,1,1,0.010309278350515427,117276
ID,Identity and Democracy,27,4,41,4,1,0.625,117276
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117276
ECR,European Conservatives and Reformists,55,2,3,2,1,0.08333333333333337,117276
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,117276
NI,Non-attached Members,21,1,6,1,1,0.25,117276
EPP,European Peopleâs Party,183,0,0,4,1,0.0,117277
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117277
RENEW,Renew Europe,97,0,0,1,1,0.0,117277
ID,Identity and Democracy,53,2,17,4,1,0.26388888888888884,117277
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117277
ECR,European Conservatives and Reformists,55,3,3,1,1,0.09836065573770492,117277
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,117277
NI,Non-attached Members,22,0,6,1,1,0.2142857142857143,117277
EPP,European Peopleâs Party,171,6,6,4,1,0.06557377049180324,117282
SD,Progressive Alliance of Socialists and Democrats,139,0,3,4,1,0.021126760563380254,117282
RENEW,Renew Europe,91,0,6,1,1,0.061855670103092786,117282
ID,Identity and Democracy,23,21,28,4,1,0.6805555555555556,117282
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117282
ECR,European Conservatives and Reformists,48,12,1,1,1,0.21311475409836067,117282
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,117282
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,117282
EPP,European Peopleâs Party,19,156,8,4,0,0.14754098360655743,117281
SD,Progressive Alliance of Socialists and Democrats,117,1,24,4,1,0.176056338028169,117281
RENEW,Renew Europe,43,50,4,1,0,0.48453608247422686,117281
ID,Identity and Democracy,55,16,1,4,1,0.23611111111111116,117281
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117281
ECR,European Conservatives and Reformists,8,52,1,1,0,0.14754098360655743,117281
GUE_NGL,The Left in the European Parliament,38,0,1,0,1,0.02564102564102566,117281
NI,Non-attached Members,28,0,0,1,1,0.0,117281
EPP,European Peopleâs Party,181,0,2,4,1,0.010928961748633892,117283
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117283
RENEW,Renew Europe,97,0,0,1,1,0.0,117283
ID,Identity and Democracy,0,40,32,4,0,0.4444444444444444,117283
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117283
ECR,European Conservatives and Reformists,54,6,1,1,1,0.11475409836065575,117283
GUE_NGL,The Left in the European Parliament,34,0,5,0,1,0.1282051282051282,117283
NI,Non-attached Members,23,4,1,1,1,0.1785714285714286,117283
EPP,European Peopleâs Party,183,0,0,4,1,0.0,117284
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117284
RENEW,Renew Europe,91,0,6,1,1,0.061855670103092786,117284
ID,Identity and Democracy,2,67,3,4,0,0.06944444444444442,117284
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117284
ECR,European Conservatives and Reformists,49,10,2,1,1,0.19672131147540983,117284
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,117284
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,117284
EPP,European Peopleâs Party,183,0,0,4,1,0.0,117278
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117278
RENEW,Renew Europe,97,0,0,1,1,0.0,117278
ID,Identity and Democracy,51,2,19,4,1,0.29166666666666663,117278
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117278
ECR,European Conservatives and Reformists,55,3,3,1,1,0.09836065573770492,117278
GUE_NGL,The Left in the European Parliament,2,6,31,0,0,0.8461538461538461,117278
NI,Non-attached Members,22,2,4,1,1,0.2142857142857143,117278
EPP,European Peopleâs Party,183,0,0,4,1,0.0,117279
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,117279
RENEW,Renew Europe,97,0,0,1,1,0.0,117279
ID,Identity and Democracy,71,1,0,4,1,0.01388888888888884,117279
GREEN_EFA,Greens/European Free Alliance,64,0,0,4,1,0.0,117279
ECR,European Conservatives and Reformists,61,0,0,1,1,0.0,117279
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,117279
NI,Non-attached Members,21,2,5,1,1,0.25,117279
EPP,European Peopleâs Party,172,0,9,6,1,0.04972375690607733,117088
SD,Progressive Alliance of Socialists and Democrats,140,0,3,3,1,0.020979020979020935,117088
RENEW,Renew Europe,96,0,1,1,1,0.010309278350515427,117088
ID,Identity and Democracy,2,36,37,1,0,0.52,117088
GREEN_EFA,Greens/European Free Alliance,68,0,0,0,1,0.0,117088
ECR,European Conservatives and Reformists,54,2,5,1,1,0.11475409836065575,117088
GUE_NGL,The Left in the European Parliament,0,18,20,1,0,0.5263157894736843,117088
NI,Non-attached Members,20,5,3,1,1,0.2857142857142857,117088
EPP,European Peopleâs Party,171,7,3,6,1,0.05524861878453036,117085
SD,Progressive Alliance of Socialists and Democrats,139,0,4,3,1,0.027972027972028024,117085
RENEW,Renew Europe,87,6,4,1,1,0.1030927835051546,117085
ID,Identity and Democracy,1,71,3,1,0,0.053333333333333344,117085
GREEN_EFA,Greens/European Free Alliance,68,0,0,0,1,0.0,117085
ECR,European Conservatives and Reformists,1,10,50,1,0,0.8360655737704918,117085
GUE_NGL,The Left in the European Parliament,31,0,7,1,1,0.1842105263157895,117085
NI,Non-attached Members,22,0,6,1,1,0.2142857142857143,117085
EPP,European Peopleâs Party,163,20,2,2,1,0.11891891891891893,116785
SD,Progressive Alliance of Socialists and Democrats,140,1,3,2,1,0.02777777777777779,116785
RENEW,Renew Europe,76,4,17,1,1,0.21649484536082475,116785
ID,Identity and Democracy,25,16,35,0,1,0.6710526315789473,116785
GREEN_EFA,Greens/European Free Alliance,68,0,0,0,1,0.0,116785
ECR,European Conservatives and Reformists,7,4,50,1,1,0.8852459016393442,116785
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,116785
NI,Non-attached Members,25,2,2,0,1,0.13793103448275867,116785
EPP,European Peopleâs Party,175,1,6,5,1,0.038461538461538436,117083
SD,Progressive Alliance of Socialists and Democrats,143,0,0,3,1,0.0,117083
RENEW,Renew Europe,91,0,6,1,1,0.061855670103092786,117083
ID,Identity and Democracy,29,38,8,1,0,0.4933333333333333,117083
GREEN_EFA,Greens/European Free Alliance,67,1,0,0,1,0.014705882352941124,117083
ECR,European Conservatives and Reformists,54,5,2,1,1,0.11475409836065575,117083
GUE_NGL,The Left in the European Parliament,37,1,0,1,1,0.02631578947368418,117083
NI,Non-attached Members,21,6,1,1,1,0.25,117083
EPP,European Peopleâs Party,24,16,144,3,1,0.8695652173913043,117094
SD,Progressive Alliance of Socialists and Democrats,137,0,5,4,1,0.035211267605633756,117094
RENEW,Renew Europe,90,0,7,1,1,0.07216494845360821,117094
ID,Identity and Democracy,1,46,29,0,0,0.39473684210526316,117094
GREEN_EFA,Greens/European Free Alliance,66,0,1,1,1,0.014925373134328401,117094
ECR,European Conservatives and Reformists,3,56,2,1,0,0.08196721311475408,117094
GUE_NGL,The Left in the European Parliament,1,3,35,0,0,0.9230769230769231,117094
NI,Non-attached Members,19,3,7,0,1,0.3448275862068966,117094
EPP,European Peopleâs Party,185,0,0,2,1,0.0,117092
SD,Progressive Alliance of Socialists and Democrats,132,4,6,4,1,0.07042253521126762,117092
RENEW,Renew Europe,89,1,7,1,1,0.08247422680412375,117092
ID,Identity and Democracy,0,23,53,0,0,0.6973684210526316,117092
GREEN_EFA,Greens/European Free Alliance,3,63,1,1,0,0.05970149253731338,117092
ECR,European Conservatives and Reformists,1,28,32,1,0,0.540983606557377,117092
GUE_NGL,The Left in the European Parliament,2,17,20,0,0,0.5641025641025641,117092
NI,Non-attached Members,5,5,19,0,0,0.8275862068965517,117092
EPP,European Peopleâs Party,154,2,29,2,1,0.16756756756756752,117090
SD,Progressive Alliance of Socialists and Democrats,140,1,1,4,1,0.014084507042253502,117090
RENEW,Renew Europe,83,13,1,1,1,0.14432989690721654,117090
ID,Identity and Democracy,1,72,3,0,0,0.052631578947368474,117090
GREEN_EFA,Greens/European Free Alliance,67,0,0,1,1,0.0,117090
ECR,European Conservatives and Reformists,5,55,1,1,0,0.09836065573770492,117090
GUE_NGL,The Left in the European Parliament,26,9,4,0,1,0.33333333333333337,117090
NI,Non-attached Members,9,17,3,0,0,0.4137931034482759,117090
EPP,European Peopleâs Party,134,1,46,6,1,0.2596685082872928,116786
SD,Progressive Alliance of Socialists and Democrats,138,0,6,2,1,0.04166666666666663,116786
RENEW,Renew Europe,97,0,0,1,1,0.0,116786
ID,Identity and Democracy,0,21,55,0,0,0.7236842105263157,116786
GREEN_EFA,Greens/European Free Alliance,2,61,5,0,0,0.1029411764705882,116786
ECR,European Conservatives and Reformists,54,3,4,1,1,0.11475409836065575,116786
GUE_NGL,The Left in the European Parliament,0,33,6,0,0,0.15384615384615385,116786
NI,Non-attached Members,2,9,18,0,0,0.6896551724137931,116786
EPP,European Peopleâs Party,136,35,8,8,1,0.24022346368715086,116401
SD,Progressive Alliance of Socialists and Democrats,128,3,5,10,1,0.05882352941176472,116401
RENEW,Renew Europe,84,5,9,0,1,0.1428571428571429,116401
ID,Identity and Democracy,0,46,29,1,0,0.3866666666666667,116401
GREEN_EFA,Greens/European Free Alliance,65,0,1,2,1,0.015151515151515138,116401
ECR,European Conservatives and Reformists,1,50,11,0,0,0.19354838709677424,116401
GUE_NGL,The Left in the European Parliament,29,6,3,1,1,0.23684210526315785,116401
NI,Non-attached Members,22,5,1,1,1,0.2142857142857143,116401
EPP,European Peopleâs Party,174,7,1,5,1,0.04395604395604391,116282
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116282
RENEW,Renew Europe,67,28,3,0,1,0.3163265306122449,116282
ID,Identity and Democracy,0,74,1,1,0,0.013333333333333308,116282
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116282
ECR,European Conservatives and Reformists,41,15,5,1,1,0.3278688524590164,116282
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,116282
NI,Non-attached Members,24,4,0,1,1,0.1428571428571429,116282
EPP,European Peopleâs Party,162,11,9,5,1,0.10989010989010994,116283
SD,Progressive Alliance of Socialists and Democrats,135,3,3,5,1,0.04255319148936165,116283
RENEW,Renew Europe,91,0,7,0,1,0.0714285714285714,116283
ID,Identity and Democracy,0,38,37,1,0,0.4933333333333333,116283
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116283
ECR,European Conservatives and Reformists,44,17,0,1,1,0.2786885245901639,116283
GUE_NGL,The Left in the European Parliament,37,0,1,1,1,0.02631578947368418,116283
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,116283
EPP,European Peopleâs Party,169,9,4,5,1,0.0714285714285714,116284
SD,Progressive Alliance of Socialists and Democrats,136,2,3,5,1,0.03546099290780147,116284
RENEW,Renew Europe,93,0,5,0,1,0.05102040816326525,116284
ID,Identity and Democracy,0,75,0,1,0,0.0,116284
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116284
ECR,European Conservatives and Reformists,44,17,0,1,1,0.2786885245901639,116284
GUE_NGL,The Left in the European Parliament,37,0,1,1,1,0.02631578947368418,116284
NI,Non-attached Members,9,3,16,1,1,0.6785714285714286,116284
EPP,European Peopleâs Party,22,149,11,5,0,0.18131868131868134,116286
SD,Progressive Alliance of Socialists and Democrats,138,1,2,5,1,0.021276595744680882,116286
RENEW,Renew Europe,63,33,2,0,1,0.3571428571428571,116286
ID,Identity and Democracy,59,16,0,1,1,0.21333333333333337,116286
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116286
ECR,European Conservatives and Reformists,4,52,4,2,0,0.1333333333333333,116286
GUE_NGL,The Left in the European Parliament,38,0,0,1,1,0.0,116286
NI,Non-attached Members,26,1,1,1,1,0.0714285714285714,116286
EPP,European Peopleâs Party,21,153,8,5,0,0.15934065934065933,116285
SD,Progressive Alliance of Socialists and Democrats,113,13,13,7,1,0.18705035971223016,116285
RENEW,Renew Europe,50,42,6,0,1,0.4897959183673469,116285
ID,Identity and Democracy,10,64,1,1,0,0.1466666666666666,116285
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116285
ECR,European Conservatives and Reformists,5,53,2,2,0,0.1166666666666667,116285
GUE_NGL,The Left in the European Parliament,37,0,1,1,1,0.02631578947368418,116285
NI,Non-attached Members,24,0,4,1,1,0.1428571428571429,116285
EPP,European Peopleâs Party,182,0,0,5,1,0.0,116287
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116287
RENEW,Renew Europe,98,0,0,0,1,0.0,116287
ID,Identity and Democracy,30,12,33,1,1,0.6,116287
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116287
ECR,European Conservatives and Reformists,9,6,46,1,1,0.8524590163934427,116287
GUE_NGL,The Left in the European Parliament,7,2,29,1,1,0.8157894736842105,116287
NI,Non-attached Members,24,2,2,1,1,0.1428571428571429,116287
EPP,European Peopleâs Party,176,1,0,10,1,0.005649717514124242,116294
SD,Progressive Alliance of Socialists and Democrats,137,0,4,5,1,0.028368794326241176,116294
RENEW,Renew Europe,95,1,1,1,1,0.020618556701030966,116294
ID,Identity and Democracy,3,13,60,0,0,0.8289473684210527,116294
GREEN_EFA,Greens/European Free Alliance,60,1,3,3,1,0.0625,116294
ECR,European Conservatives and Reformists,13,3,45,1,1,0.7868852459016393,116294
GUE_NGL,The Left in the European Parliament,26,3,8,2,1,0.29729729729729726,116294
NI,Non-attached Members,24,3,1,1,1,0.1428571428571429,116294
EPP,European Peopleâs Party,176,0,1,10,1,0.005649717514124242,116291
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116291
RENEW,Renew Europe,95,1,1,1,1,0.020618556701030966,116291
ID,Identity and Democracy,34,12,30,0,1,0.5526315789473684,116291
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,116291
ECR,European Conservatives and Reformists,7,3,51,1,1,0.8852459016393442,116291
GUE_NGL,The Left in the European Parliament,37,0,0,2,1,0.0,116291
NI,Non-attached Members,25,2,1,1,1,0.1071428571428571,116291
EPP,European Peopleâs Party,180,1,1,5,1,0.01098901098901095,116296
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116296
RENEW,Renew Europe,97,0,1,0,1,0.010204081632653073,116296
ID,Identity and Democracy,7,40,28,1,0,0.4666666666666667,116296
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,116296
ECR,European Conservatives and Reformists,1,53,7,1,0,0.1311475409836066,116296
GUE_NGL,The Left in the European Parliament,34,3,1,1,1,0.10526315789473684,116296
NI,Non-attached Members,23,3,2,1,1,0.1785714285714286,116296
EPP,European Peopleâs Party,170,3,4,10,1,0.039548022598870025,116295
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116295
RENEW,Renew Europe,94,1,2,1,1,0.030927835051546393,116295
ID,Identity and Democracy,0,47,29,0,0,0.381578947368421,116295
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,116295
ECR,European Conservatives and Reformists,3,46,12,1,0,0.24590163934426235,116295
GUE_NGL,The Left in the European Parliament,33,1,3,2,1,0.10810810810810811,116295
NI,Non-attached Members,21,7,0,1,1,0.25,116295
EPP,European Peopleâs Party,177,0,0,10,1,0.0,116298
SD,Progressive Alliance of Socialists and Democrats,141,0,0,5,1,0.0,116298
RENEW,Renew Europe,96,1,0,1,1,0.010309278350515427,116298
ID,Identity and Democracy,75,1,0,0,1,0.013157894736842146,116298
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,116298
ECR,European Conservatives and Reformists,61,0,0,1,1,0.0,116298
GUE_NGL,The Left in the European Parliament,20,12,5,2,1,0.45945945945945943,116298
NI,Non-attached Members,19,3,6,1,1,0.3214285714285714,116298
EPP,European Peopleâs Party,171,1,5,10,1,0.03389830508474578,116299
SD,Progressive Alliance of Socialists and Democrats,140,1,0,5,1,0.007092198581560294,116299
RENEW,Renew Europe,95,1,1,1,1,0.020618556701030966,116299
ID,Identity and Democracy,32,38,6,0,0,0.5,116299
GREEN_EFA,Greens/European Free Alliance,5,10,49,3,0,0.84375,116299
ECR,European Conservatives and Reformists,57,1,3,1,1,0.06557377049180324,116299
GUE_NGL,The Left in the European Parliament,3,10,24,2,0,0.7297297297297297,116299
NI,Non-attached Members,2,5,21,1,0,0.8214285714285714,116299
EPP,European Peopleâs Party,181,0,0,6,1,0.0,116209
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,116209
RENEW,Renew Europe,98,0,0,0,1,0.0,116209
ID,Identity and Democracy,0,52,24,0,0,0.3157894736842105,116209
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,116209
ECR,European Conservatives and Reformists,1,17,43,1,0,0.7213114754098361,116209
GUE_NGL,The Left in the European Parliament,32,0,7,0,1,0.17948717948717952,116209
NI,Non-attached Members,7,4,17,1,1,0.75,116209
EPP,European Peopleâs Party,177,0,4,6,1,0.02209944751381221,116208
SD,Progressive Alliance of Socialists and Democrats,139,3,0,4,1,0.021126760563380254,116208
RENEW,Renew Europe,75,23,0,0,1,0.23469387755102045,116208
ID,Identity and Democracy,31,15,30,0,1,0.5921052631578947,116208
GREEN_EFA,Greens/European Free Alliance,4,62,0,1,0,0.06060606060606055,116208
ECR,European Conservatives and Reformists,56,2,3,1,1,0.08196721311475408,116208
GUE_NGL,The Left in the European Parliament,1,35,2,1,0,0.07894736842105265,116208
NI,Non-attached Members,2,22,4,1,0,0.2142857142857143,116208
EPP,European Peopleâs Party,180,0,1,6,1,0.0055248618784530246,116210
SD,Progressive Alliance of Socialists and Democrats,142,0,0,4,1,0.0,116210
RENEW,Renew Europe,98,0,0,0,1,0.0,116210
ID,Identity and Democracy,0,46,30,0,0,0.39473684210526316,116210
GREEN_EFA,Greens/European Free Alliance,66,0,0,1,1,0.0,116210
ECR,European Conservatives and Reformists,1,16,44,1,0,0.7377049180327868,116210
GUE_NGL,The Left in the European Parliament,37,1,1,0,1,0.05128205128205132,116210
NI,Non-attached Members,7,17,4,1,0,0.3928571428571429,116210
EPP,European Peopleâs Party,181,0,0,6,1,0.0,116211
SD,Progressive Alliance of Socialists and Democrats,27,103,2,14,0,0.21969696969696972,116211
RENEW,Renew Europe,68,28,2,0,1,0.30612244897959184,116211
ID,Identity and Democracy,51,3,22,0,1,0.32894736842105265,116211
GREEN_EFA,Greens/European Free Alliance,55,2,9,1,1,0.16666666666666663,116211
ECR,European Conservatives and Reformists,11,8,42,1,1,0.819672131147541,116211
GUE_NGL,The Left in the European Parliament,8,17,14,0,0,0.5641025641025641,116211
NI,Non-attached Members,20,6,2,1,1,0.2857142857142857,116211
EPP,European Peopleâs Party,165,10,2,10,1,0.06779661016949157,115486
SD,Progressive Alliance of Socialists and Democrats,132,1,3,10,1,0.02941176470588236,115486
RENEW,Renew Europe,72,11,13,2,1,0.25,115486
ID,Identity and Democracy,2,2,67,5,0,0.971830985915493,115486
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115486
ECR,European Conservatives and Reformists,19,27,12,4,0,0.5344827586206897,115486
GUE_NGL,The Left in the European Parliament,35,1,3,0,1,0.10256410256410253,115486
NI,Non-attached Members,21,1,1,6,1,0.08695652173913049,115486
EPP,European Peopleâs Party,177,0,0,10,1,0.0,116290
SD,Progressive Alliance of Socialists and Democrats,33,3,12,98,1,0.3125,116290
RENEW,Renew Europe,71,24,2,1,1,0.2680412371134021,116290
ID,Identity and Democracy,75,1,0,0,1,0.013157894736842146,116290
GREEN_EFA,Greens/European Free Alliance,0,64,0,3,0,0.0,116290
ECR,European Conservatives and Reformists,61,0,0,1,1,0.0,116290
GUE_NGL,The Left in the European Parliament,1,34,2,2,0,0.08108108108108103,116290
NI,Non-attached Members,20,7,1,1,1,0.2857142857142857,116290
EPP,European Peopleâs Party,175,1,1,10,1,0.011299435028248594,115491
SD,Progressive Alliance of Socialists and Democrats,136,0,0,10,1,0.0,115491
RENEW,Renew Europe,96,0,0,2,1,0.0,115491
ID,Identity and Democracy,9,25,37,5,0,0.647887323943662,115491
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115491
ECR,European Conservatives and Reformists,51,3,5,3,1,0.13559322033898302,115491
GUE_NGL,The Left in the European Parliament,38,0,1,0,1,0.02564102564102566,115491
NI,Non-attached Members,18,3,2,6,1,0.21739130434782605,115491
EPP,European Peopleâs Party,177,0,0,10,1,0.0,115492
SD,Progressive Alliance of Socialists and Democrats,131,5,0,10,1,0.03676470588235292,115492
RENEW,Renew Europe,75,21,0,2,1,0.21875,115492
ID,Identity and Democracy,48,23,0,5,1,0.323943661971831,115492
GREEN_EFA,Greens/European Free Alliance,4,60,0,3,0,0.0625,115492
ECR,European Conservatives and Reformists,59,0,0,3,1,0.0,115492
GUE_NGL,The Left in the European Parliament,4,35,0,0,0,0.10256410256410253,115492
NI,Non-attached Members,2,8,13,6,0,0.6521739130434783,115492
EPP,European Peopleâs Party,136,13,28,10,1,0.23163841807909602,115496
SD,Progressive Alliance of Socialists and Democrats,135,0,1,10,1,0.007352941176470562,115496
RENEW,Renew Europe,94,0,2,2,1,0.02083333333333337,115496
ID,Identity and Democracy,0,71,0,5,0,0.0,115496
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115496
ECR,European Conservatives and Reformists,6,18,35,3,0,0.6949152542372881,115496
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,115496
NI,Non-attached Members,19,2,1,7,1,0.13636363636363635,115496
EPP,European Peopleâs Party,174,2,0,11,1,0.011363636363636354,115497
SD,Progressive Alliance of Socialists and Democrats,127,0,8,11,1,0.059259259259259234,115497
RENEW,Renew Europe,96,0,0,2,1,0.0,115497
ID,Identity and Democracy,31,12,28,5,1,0.5633802816901409,115497
GREEN_EFA,Greens/European Free Alliance,63,0,1,3,1,0.015625,115497
ECR,European Conservatives and Reformists,52,0,6,4,1,0.10344827586206895,115497
GUE_NGL,The Left in the European Parliament,5,17,16,1,0,0.5526315789473684,115497
NI,Non-attached Members,17,3,3,6,1,0.26086956521739135,115497
EPP,European Peopleâs Party,177,0,0,10,1,0.0,115498
SD,Progressive Alliance of Socialists and Democrats,133,3,0,10,1,0.022058823529411797,115498
RENEW,Renew Europe,92,0,4,2,1,0.04166666666666663,115498
ID,Identity and Democracy,0,71,0,5,0,0.0,115498
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115498
ECR,European Conservatives and Reformists,1,6,52,3,0,0.8983050847457628,115498
GUE_NGL,The Left in the European Parliament,33,3,3,0,1,0.15384615384615385,115498
NI,Non-attached Members,20,3,0,6,1,0.13043478260869568,115498
EPP,European Peopleâs Party,166,0,11,10,1,0.062146892655367214,115499
SD,Progressive Alliance of Socialists and Democrats,136,0,0,10,1,0.0,115499
RENEW,Renew Europe,91,0,5,2,1,0.05208333333333337,115499
ID,Identity and Democracy,30,31,10,5,0,0.5633802816901409,115499
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115499
ECR,European Conservatives and Reformists,46,3,10,3,1,0.22033898305084743,115499
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,115499
NI,Non-attached Members,21,0,2,6,1,0.08695652173913049,115499
EPP,European Peopleâs Party,181,0,0,6,1,0.0,116212
SD,Progressive Alliance of Socialists and Democrats,113,4,19,10,1,0.16911764705882348,116212
RENEW,Renew Europe,96,0,2,0,1,0.020408163265306145,116212
ID,Identity and Democracy,38,13,25,0,1,0.5,116212
GREEN_EFA,Greens/European Free Alliance,4,57,5,1,0,0.13636363636363635,116212
ECR,European Conservatives and Reformists,53,7,1,1,1,0.1311475409836066,116212
GUE_NGL,The Left in the European Parliament,0,29,10,0,0,0.2564102564102564,116212
NI,Non-attached Members,2,9,17,1,0,0.6785714285714286,116212
EPP,European Peopleâs Party,183,0,0,4,1,0.0,115402
SD,Progressive Alliance of Socialists and Democrats,143,0,0,3,1,0.0,115402
RENEW,Renew Europe,97,0,0,1,1,0.0,115402
ID,Identity and Democracy,52,3,19,2,1,0.29729729729729726,115402
GREEN_EFA,Greens/European Free Alliance,64,0,0,3,1,0.0,115402
ECR,European Conservatives and Reformists,52,0,9,1,1,0.14754098360655743,115402
GUE_NGL,The Left in the European Parliament,39,0,0,0,1,0.0,115402
NI,Non-attached Members,23,3,1,2,1,0.14814814814814814,115402
EPP,European Peopleâs Party,185,0,0,2,1,0.0,115399
SD,Progressive Alliance of Socialists and Democrats,145,0,0,1,1,0.0,115399
RENEW,Renew Europe,98,0,0,0,1,0.0,115399
ID,Identity and Democracy,0,21,54,1,0,0.72,115399
GREEN_EFA,Greens/European Free Alliance,65,0,0,2,1,0.0,115399
ECR,European Conservatives and Reformists,50,3,8,1,1,0.180327868852459,115399
GUE_NGL,The Left in the European Parliament,8,6,25,0,1,0.7948717948717949,115399
NI,Non-attached Members,21,4,4,0,1,0.27586206896551724,115399
EPP,European Peopleâs Party,183,0,0,4,1,0.0,115403
SD,Progressive Alliance of Socialists and Democrats,114,16,13,3,1,0.2027972027972028,115403
RENEW,Renew Europe,97,0,0,1,1,0.0,115403
ID,Identity and Democracy,29,44,1,2,0,0.4054054054054054,115403
GREEN_EFA,Greens/European Free Alliance,1,63,0,3,0,0.015625,115403
ECR,European Conservatives and Reformists,60,0,1,1,1,0.016393442622950838,115403
GUE_NGL,The Left in the European Parliament,0,39,0,0,0,0.0,115403
NI,Non-attached Members,18,7,2,2,1,0.33333333333333337,115403
EPP,European Peopleâs Party,178,3,4,2,1,0.037837837837837784,115400
SD,Progressive Alliance of Socialists and Democrats,145,0,0,1,1,0.0,115400
RENEW,Renew Europe,92,6,0,0,1,0.061224489795918324,115400
ID,Identity and Democracy,3,43,29,1,0,0.42666666666666664,115400
GREEN_EFA,Greens/European Free Alliance,64,1,0,2,1,0.01538461538461533,115400
ECR,European Conservatives and Reformists,2,57,2,1,0,0.06557377049180324,115400
GUE_NGL,The Left in the European Parliament,25,9,5,0,1,0.3589743589743589,115400
NI,Non-attached Members,19,5,5,0,1,0.3448275862068966,115400
EPP,European Peopleâs Party,176,2,5,4,1,0.03825136612021862,115404
